search_keyword,url,title,summary,crawled_at,published_at,content
코스피,http://www.edaily.co.kr/news/newspath.asp?newsid=06090966642240096,'5천피' 시대 발맞춘 '자사주 소각'…주가 보니[주톡피아],"주주 환원을 통해 ‘코스피 5000 시대’를 달성하겠다는 새 정부 기조에 발맞춘 행보라는 평가가 나온다.... 31일 금융감독원 전자공시시스템에 따르면, 7월 1~31일 자사주를 소각한 기업들을 집계한 결과 코스피 기업... ",2025-08-01T11:32:23.938230,2025-07-31,[실패] 본문 영역 추출 실패
코스닥,https://dealsite.co.kr/articles/145747,"딥마인드, 가상자산 거래소 인수 '본격화'","딥마인드플랫폼 관계자는 &quot;인수 대상 거래소의 규모에 따라 자금 조달 규모가 결정될 예정&quot;이라며 &quot;금융기관, 해외 투자자, 코스닥 상장사들과의 전략적 협업을 통해 구체적 조건을 협의 중&quot;이라고 말했다.... ",2025-08-01T11:32:31.045010,2025-08-01,[실패] 본문 영역 추출 실패
코스닥,https://www.job-post.co.kr/news/articleView.html?idxno=166179,"아우토크립트, 8월 1일 장중 2.19% 상승 18,670원","코스닥 시장에서 479위에 해당하는 아우토크립트는 동일업종의 등락률이 -2.14%로 전반적인 하락세를 보인 가운데 홀로 상승 흐름을 나타냈다. 외국인 보유 주식수는 23,797주로, 전체 상장주식수 9,569,672주 대비... ",2025-08-01T11:32:31.045010,2025-08-01,
코스닥,https://www.polinews.co.kr/news/articleView.html?idxno=702751,"[이슈] 與, 4일 본회의서 노란봉투법 처리 예고…경제계·노동계 찬반 논...",한국경제인협회·대한상공회의소·한국경영자총협회·한국무역협회·중소기업중앙회·한국중견기업연합회·한국상장회사협의회·코스닥협회 등 경제 8단체도 같은날 노란봉투법과 상법 개정에 대한 정치권의 재고를... ,2025-08-01T11:32:31.045010,2025-08-01,
코스닥,https://www.joongang.co.kr/article/25356058,與 “불장” 직후 코스피 李정부 최대 낙폭…野 “국장 탈출 유도”,"코스피는 김 원내대표의 발언이 이어지던 시각 하락세를 면치 못하며 3200선이 무너졌고, 코스닥은 800선을 내줬다. 코스피는 오전 11시 현재 3150.60로 전날 대비 2.92% 하락했다. 코스닥도 780.47으로 전날 대비 3.08... ",2025-08-01T11:32:31.046019,2025-08-01,"중앙일보 지면보기 서비스는
로그인 후 이용 가능합니다.
로그인 하러 가기
Close
최근 1개월 내
지면만 열람하실 수 있습니다.
Close
중앙일보 지면보기 서비스는
로그인 후 이용 가능합니다.
로그인 하러 가기
Close
로그인 하시면 최신호의 전체 내용을 보실 수 있습니다.
로그인 하시겠습니까?
로그인
Close
더중앙플러스 회원이 되시면 창간호부터 전체 지면보기와 지면 다운로드가 가능합니다.
더중앙플러스 회원이 되시겠습니까?
더중앙플러스 시작하기
Close
김병기 더불어민주당 대표 직무대행 겸 원내대표가 1일 “한·미 관세 협상의 성공적 타결은 민생 경제 회복과 성장에 대한 기대를 한층 높였다”고 말했다.
김 원내대표는 이날 최고위원회의에서 “어제(지난달 31일) 오전 한·미 관세 협상 타결 소식에 코스피 지수는 장중 연고점인 3288을 찍었다”며 이같이 자평했다. 그러면서 “그저께(지난달 30일) 코스피 지수는 2021년 8월 이후 약 4년 만에 최고치를 기록했고, 주요 언론은 ‘불 붙는 증시’ ‘활기 도는 증시’ ‘코스피는 불장’이라는 타이틀로 속보를 내보냈다”며 “지금의 흐름을 코스피 5000 시대의 동력으로 삼아 민생경제 회복과 성장으로 반드시 연결하겠다”고 덧붙였다.
김병기 더불어민주당 대표 직무대행 겸 원내대표가 1일 국회에서 열린 당 최고위원회의에서 모두발언을 하고 있다. 임현동 기자
하지만 주식시장은 이날 김 원내대표의 증시 부흥 기대와는 다르게 출발했다. 코스피는 김 원내대표의 발언이 이어지던 시각 하락세를 면치 못하며 3200선이 무너졌고, 코스닥은 800선을 내줬다. 코스피는 오전 11시 현재 3150.60로 전날 대비 2.92% 하락했다. 코스닥도 780.47으로 전날 대비 3.08% 하락했다. 이는 이재명 정부 출범 이후 최대 낙폭이다. 시장에선 한·미 관세 협상 여파와 함께 법인세(1%포인트)·증권거래세(0.1%포인트) 인상, 대주주 주식 양도세 과세 기준 강화(50억원→10억원) 등 지난달 31일 정부의 세제 개편안이 영향을 줬단 해석이 나온다."
코스닥,https://www.job-post.co.kr/news/articleView.html?idxno=166170,"인벤티지랩, 8월 1일 장중 29,300원 -4.56% 하락","코스닥 시장에서 시가총액 3,133억 원으로 255위에 위치한 인벤티지랩은 동일 업종 등락률이 -2.85%를 기록한 가운데 더 큰 하락폭을 보였다. 외국인 투자자들은 상장 주식수 10,729,564주 중 107,112주를 보유하며... ",2025-08-01T11:32:31.046019,2025-08-01,
코스닥,https://www.job-post.co.kr/news/articleView.html?idxno=166164,"심텍, 8월 1일 장중 22,050원 4.33% 하락","현재 코스닥 시가총액 순위 92위에 위치하고 있으며, 시가총액은 7,054억 원이다. 동일 업종의 등락률이 -2.12%를 기록한 가운데, 심텍의 주가는 업종 평균 하락폭보다 크게 나타났다. 외국인 투자자들은... ",2025-08-01T11:32:31.046019,2025-08-01,
코스닥,http://www.newsprime.co.kr/news/article.html?no=698560,&quot;'증시 계엄령' 세제 개편안에…&quot; 코스피 3%대 '급락',"같은 시각 코스닥 지수 역시 31.51p(-3.91%) 폭락한 773.73에 거래되고 있다 유가증권시장에서는 기관과 외국인이 각각 3864억원, 2884억원을 팔아치우며 지수 하방을 이끌고 있다. 이는 전날 발표한 정부의 세제 개편안이... ",2025-08-01T11:32:31.046019,2025-08-01,"이형일 기재1차관이 전날 2025년 세제 개편안에 대해 상세 브리핑하고 있다. ⓒ 연합뉴스
[프라임경제] 전날 정부가 증시 활성화에 역행하는 세제 개편안을 내놓자 코스피가 급락하고 있다. 특히 투자자 연합회는 이번 개편안을 '증시 계엄령'이라 비판하며 대규모 시위를 예고하는 등 반발이 거세지고 있다.
1일 한국거래소에 따르면 오전 11시 코스피는 전 거래일 대비 117.65p(-3.63%) 급락한 3127.79에 거래되고 있다. 이날 1.08% 하락 출발한 코스피는 장중 낙폭을 확대하고 있다.
시가총액 상위 10개 종목 모두 일제히 빨간불을 켰다. 시총 1위 삼성전자(-1.26%)를 비롯, SK하이닉스(-5.58%), LG에너지솔루션(-1.96%), 삼성바이오로직스(-2.25%), 한화에어로스페이스(-7.83%), 현대차(-0.94%), HD현대중공업(-6.73%), KB금융(-4.06%), 기아(-0.49%), 셀트리온(-4.02%) 등이다.
같은 시각 코스닥 지수 역시 31.51p(-3.91%) 폭락한 773.73에 거래되고 있다
유가증권시장에서는 기관과 외국인이 각각 3864억원, 2884억원을 팔아치우며 지수 하방을 이끌고 있다.
이는 전날 발표한 정부의 세제 개편안이 증시 활성화에 역행하는 것으로 풀이되면서 투심이 악화된 것으로 분석된다.
정부는 올해 세제 개편안을 발표하면서, 대주주 양도소득세 과세 기준을 종목당 50억원에서 10억원으로 낮추기로 했다. 증권거래세율도 현행 0.15%에서 0.2%로 인상된다. 증권거래세가 금융투자소득세 도입을 전제로 단계적 인하됐던 만큼, 금투세 폐지에 따라 다시 원상복귀시킨다는 방침이다.
한지영 키움증권 연구원은 ""대주주양도세 요건 강화, 배당소득분리과세 혜택 축소 등 뉴스로 흘러나왔던 내용들이 고스란히 담겨있다""며 ""많은 투자자들의 실망감을 자아내고 있다""고 말했다.
양도소득세 부과 대주주 기준 강화(기존 50억원→10억원)는 연말 회피 물량에 따른 주가 변동성을 키울 수 있다. 실제로 양도소득세 대주주 기준이 10억원이던 2023년 개인투자자는 코스피에서 11~12월 두 달 간 13조5860억원을 순매도했다. 직전 10월 매도 금액 2490억원에서 폭증했다.
정해창 대신증권 연구원은 ""(대주주 양도세 기준 변화는)대형주의 장기보유 유인을 저해한다""며 ""단기적으로는 연말 매도 및 수급 악화, 일시적 주가 하락을 초래할 수 있다""고 설명했다.
이에 투자자 커뮤니티를 중심으로 불만이 빠르게 확산되고 있다. 국회 전자청원 게시판에는 '대주주 양도소득세 기준 하향 반대' 청원이 올라온 지 하루 만에 5400명이 넘는 동의를 얻었다. 동의 마감일은 오는 30일까지다.
여권내부에서도 반발이 나온다.
이소영 더불어민주당 의원은 ""서울 아파트 한 채 가격도 안 되는 주식 10억원 어치를 가지고 있다고 '대주주가 내는 세금'을 부과하는 게 상식적인지 의문""이라고 말했다.
이어 ""부동산에 집중된 자금이 주식시장으로 옮겨가야 한다고 말은 하면서, 세제 개편이 반대로 발표되면 누가 주식시장에 투자하겠나""며 목소리를 높였다.
정의정 한국주식투자연합회 대표는 ""대주주 기준 10억원 하향이 시장에 엄청난 악영향을 미치기 때문에 하락 쓰나미를 피할 수 없을 것""이라며 ""큰 손들이 다 빠져나가면 소규모 개인들이 버틸 수 없고, 공매도 세력들이 이를 이용할 것""이라고 지적했다.
특히 정 대표는 ""공매도의 70%를 차지하는 외국인 공매도 세력들을 도와주는 꼴이 되어 국부 유출로 이어진다""며 ""하루 빨리 대주주 기준을 50억원으로 원상복구해야 한다""고 촉구했다.
한편, 정 대표는 시위를 계속 이어갈 예정이며, 지금까지 국회 앞에서만 했으나 이제 민주당사 앞에서도 시위를 이어갈 계획이라고 밝혔다. 그는 한 회원의 아이디어를 언급하며 이번 세제 개편안을 '주식 증시 계엄령'이라고 표현했다."
코스닥,http://www.paxetv.com/news/articleView.html?idxno=240955,"[비즈초대석] 입셀, 주지현 대표 &quot;줄기세포 치료제 임상 순항에 매출 본...",CDMO와 세포주 분양 등 다각적 사업을 빠르게 키우며 2027년 코스닥 상장도 목표하고 있습니다. 회사의 주요 경쟁력과 향후 계획 살펴봤습니다. Q. 회사의 주력 파이프라인 '뮤콘' 소개 [주지현/ 입셀 대표] 이 치료제는... ,2025-08-01T11:32:31.046019,2025-08-01,
코스닥,https://www.ytn.co.kr/_ln/0102_202508011107103907,세제개편안 실망감에 코스피·코스닥 3%대 급락,"코스닥도 1.12% 내린 796선에서 출발해 776선까지 내려왔습니다. 낙폭이 한때 4%까지 커지며 772선까지 하락하기도 했습니다. 환율도 상승 중입니다. 원-달러 환율은 8원 오른 1,395원으로 출발했는데 1,400원 진입을 눈앞에... ",2025-08-01T11:32:31.046019,2025-08-01,"[앵커]
한미 관세협상 타결에도 하락했던 코스피가 오늘도 약세를 면치 못하고 있습니다.
정부가 자본시장 활성화를 위해 도입한 배당소득분리과세가 부자감세 논란에 후퇴한 것을 두고 시장의 실망감이 커지고 있습니다.
취재기자를 연결해 증시 소식을 알아보겠습니다.
류환홍 기자. 코스피는 이틀 연속 하락인데, 지금은 어떻습니까?"
코스닥,https://hobbyen-news.com/news/view/1065578516367672,환율 두달 여 만에 1400원 돌파...코스피·코스닥도 하방 압력,37에 거래 중이다. 세제 개편안데 대한 투자자들의 실망감이 반영된 것으로 보인다. 외국인은 4210억과 기관 5961억원을 매도하며 하락세를 주도하고 있다. 같은 시각 코스닥도 3.14% 하락한 779.96을 형성하고 있다.,2025-08-01T11:32:31.046019,2025-08-01,[실패] 본문 영역 추출 실패
코스닥,http://www.4th.kr/news/articleView.html?idxno=2091993,&quot;'코스피5천? 또 속았다&quot;...이재명표 증세에 증시 급락,"코스피와 코스닥 모두 3% 넘게 급락하며 시장은 단기 충격에 휩싸였다. 고배당 기업에 대한 배당소득... 1일 한국거래소에 따르면 오전 11시 기준 코스피지수는 전날보다 2.92% 하락한 3150.73, 코스닥지수는 3.13% 내린 780.20을... ",2025-08-01T11:32:31.046019,2025-08-01,"[포쓰저널] 한미 관세협상 타결에도 불구하고 이재명 정부의 첫 세제개편안이 시장의 기대에 못 미치면서 1일 국내 증시에서는 투자심리가 급격히 얼어붙는 모습이다.
코스피와 코스닥 모두 3% 넘게 급락하며 시장은 단기 충격에 휩싸였다.
고배당 기업에 대한 배당소득 분리과세 신설이란 호재가 있었지만, 양도소득세 대주주 기준 강화, 증권거래세 인상까지 겹치는 이른바 '세제 삼중고'가 투자자들을 실망시켰다는 평가다.
1일 한국거래소에 따르면 오전 11시 기준 코스피지수는 전날보다 2.92% 하락한 3150.73, 코스닥지수는 3.13% 내린 780.20을  기록하고 있다.
시장은 전날 기획재정부가 발표한 2025년 세제개편안을 주된 원인으로 지목하고 있다.
정부는 고배당 기업에 대한 배당소득을 종합소득에서 제외하고 분리과세하는 제도를 도입하겠다고 밝혔지만, 시장이 예상했던 최고세율 25%가 아닌 35%를 선택하면서 실효세율이 지방세 포함 38.5%에 달하게 됐다.
'부자 감세론'이 다시 득세하면서 애초 분리과세 도입의 목적인 대주주의 배당 결정 유인 효과에 의문을 들게 했다는 비판이 제기된다.
과거 논란이 컸던 주식 양도소득세 대주주 기준을 다시 10억원으로 하향하고,금융투자소득세 무산을 이유로 증권거래세율도 다시 0.20%로 되돌리겠다고 밝히면서 투자자 불만이 증폭됐다.
증권가에서는 고배당 기업 기준도 까다롭고, 전체 상장사 중 14% 정도인 250여 곳만 혜택을 받을 것으로 보고 있다.
그동안 수세에 몰려던 국민의힘도 이재명 정부의 증세 기조를 주요 이슈로 부각하며 민심잡기에 나섰다.
국민의힘 김정재 정책위의장은 이날 원내대책회의에서 “법인세 25% 환원에 더해 대주주 기준 강화, 감액배당 과세, 상법 개정까지 모두 기업을 겨냥한 조세 역주행”이라고 목소리를 높였다.
이어 “정부가 증시 부양을 공언하며 코스피 5000을 외쳤지만, 이번 세제개편은 오히려 시장의 발목을 잡는 세제 폭탄이 될 것”이라고 경고했다.
시장 전문가들도 우려를 표하고 있다. 정부의 배당소득 분리과세 방안이 오히려 시장 기대에 미치지 못했다는 지적이 많다.
종합소득 최고세율 45%와 비교해 큰 차이가 없어 실효성에 의문이 제기되고 있다. 당초 이소영 더불어민주당 의원이 제안한 27.5%보다 높은 35% 세율이 채택된 것도 실망 요인이다.
반면 정부는 이번 개편이 증시에 결정적 악영향을 주지는 않을 것이라는 입장이다.
박금철 기획재정부 세제실장은 “세제 개편 하나로 주식시장을 좌우할 수는 없다”며 “미래 전략산업에 재원을 집중 투자하면 중장기적으로는 긍정적 효과가 있을 것”이라고 했다.
또 “배당소득 세제 하나만으로 시장을 활성화하겠다는 것은 아니며, 제도 전반을 함께 개선할 것”이라고 했다.
정부는 이번 개편안을 통해 윤석열 정부 시기의 감세 기조를 뒤집고 '세입기반 정상화'를 추진하겠다는 입장이다.
법인세 환원, 증권거래세 인상, 대주주 기준 강화 등으로만도 내년 세수가 8조1672억원 늘어날 것으로 예측된다.
하지만 세수 확대 항목 대부분이 기업과 주식시장 관련 항목이어서 '동학개미' 등 개인투자자들로부터 반발을 사고 있다.
부동산 세제는 이번 개편에서 손대지 않았다. 종합부동산세 공정시장가액비율 상향이나 양도소득세 강화 조치는 빠졌고, 상속세 개편 역시 장기 과제로 미뤄졌다.
정부는 부동산 시장 자극을 우려해 세제 강화에는 신중한 입장이다.
이런 흐름은 이재명 대통령이 밝힌 ‘부동산에서 주식시장으로의 자금 이동’이라는 정책 기조와 충돌한다.
이 대통령은 지난달 1일 “부동산만이 유일한 투자수단이라는 인식은 주거 불안을 초래한다”며 “대체 투자수단으로 주식시장이 자리잡아야 한다”고 강조한바 있다.
이번 증시 급락이 단기적일 가능성도 일각에서 제기된다. NH투자증권 김종영 연구원은 보고서를 통해 “배당주, 가치주 조정은 매수 기회가 될 수 있다”며 “8~9월 상법 개정 등을 기점으로 다시 증시 반등이 가능하다”고 전망했다."
코스닥,https://www.job-post.co.kr/news/articleView.html?idxno=166155,"현대바이오, 8월 1일 장중 5,750원 하락세","현재 시가총액은 2,761억 원으로 코스닥 시장에서 289위를 차지하고 있다. 외국인 소진율은 6.66%를 기록했다. 동일 업종의 등락률이 -4.48%를 기록하며 전반적인 바이오 업종의 하락 흐름 속에 현대바이오도 영향을... ",2025-08-01T11:32:31.046019,2025-08-01,
코스닥,http://www.choicenews.co.kr/news/articleView.html?idxno=151514,"세제개편안 쇼크, 지주사주가 '장중 급락'...증권계 진단은?",그는 또한 &quot;정부는 코스피·코스닥 시장의 증권거래세율도 0.15%에서 0.20%로 인상할 예정&quot;이라며 &quot;다만 배당 확대 유도와 주주들의 분리과세 적용을 위해 고배당기업을 대상으로 배당소득 분리과세를 도입할 예정... ,2025-08-01T11:32:31.046019,2025-08-01,
코스닥,https://biz.heraldcorp.com/article/10544793?ref=naver,‘관세 협상·세제 개편안 실망’ 원투펀치 맞고 코스피 KO…3100선도 위...,"코스닥 지수도 동반 약세다. 같은 시각 코스닥은 전장보다 25.68포인트(3.19%) 하락한 779.56을 기록 중이다. 외국인과 기관이 각각 279억원, 631억원 순매도 중인 가운데, 개인은 1057억원 규모로 주식을 사들이고 있다.",2025-08-01T11:32:31.046019,2025-08-01,"원/달러 환율 1395원 기록
외인·기관 폭풍 매도세…코스피200 선물시장 매도
양도소득세 대주주 기준 완화에 고액 투자자 부담"
코스닥,http://www.metroseoul.co.kr/article/20250801500057,"코스피, 3130선까지 밀려나...양 시장 3% 추락세",/뉴시스 코스피와 코스닥지수가 모두 3% 수준의 하락세를 보이고 있다. 전날 발표된 세제 개편안이... 같은 시간 코스닥지수도 26.63(-3.31%)포인트 내린 778.61를 가르키고 있다. 코스닥도 전장보다 9.00포인트(1.12... ,2025-08-01T11:32:31.047112,2025-08-01,[실패] 본문 영역 추출 실패
코스닥,https://www.moneys.co.kr/article/2025080110350676447,코스피 '배당세율 최고 35%' 실망감에 3%대 하락… 3148선 후퇴,"코스닥은 이날 전 거래일 대비 25.63포인트(3.18%) 내린 779.61에 거래 중이다. 개인은 950억원을 순매수 중이다. 기관과 외국인은 각각 615억원, 318억원을 순매도 중이다. 코스닥 시가총액 상위 10개 종목 모두... ",2025-08-01T11:32:31.047112,2025-08-01,"코스피 '배당세율 최고 35%' 실망감에 3%대 하락… 3148선 후퇴
이예빈 기자
2025.08.01
|
11:00:56"
코스닥,https://www.newsworks.co.kr/news/articleView.html?idxno=805760,"코스피, 세제개편 실망에 3.5% 급락한 3150선…지주·증권株 '뚝'","같은 시간 코스닥은 전일 대비 25.92포인트(-3.22%) 밀린 779.32을 나타내고 있다. 코스닥에서는 개인이 1225억원을 순매수 중인 반면, 외국인과 기관이 각각 482억원, 720억원을 순매도 중이다.",2025-08-01T11:32:31.047251,2025-08-01,
코스닥,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202507300621439640102869,"[더벨]'코스닥 새내기' 뉴로핏, 빅파마 협업으로 수출 기반 확대",이 기사는 2025년 08월 01일 10시 52분 더벨 무료페이지에 표출된 기사입니다. 뇌 질환 영상 인공지능(AI) 솔루션 기업 뉴로핏이 글로벌 빅파마와의 협업을 통해 해외 영업 기반을 넓힌다. 스위스 제약사 로슈와 함께... ,2025-08-01T11:32:31.047251,2025-08-01,[실패] 본문 영역 추출 실패
코스닥,https://www.widedaily.com/news/articleView.html?idxno=274079,"[특징주] 코데즈컴바인, &quot;北 담화-美 반응 교차&quot; 트럼프 대화 의지에 남...","코데즈컴바인은 1995년 설립되어 2001년 코스닥에 상장된 이후, 2008년 리더스피제이와 합병을 통해 외형을 확장한 여성캐주얼 의류 전문기업이다. 2002년 자체 브랜드 'Codes Combine'을 출시해 국내 여성복 시장에서 높은... ",2025-08-01T11:32:31.047251,2025-08-01,"코데즈컴바인(047770)의 주가가 2거래일 연속 급등하며 시장의 주목을 받고 있다.
1일 한국거래소에 따르면 코데즈컴바인의 주가는 오전 10시 51분 기준 전일 대비 11.26% 상승한 2135원에 거래되고 있다.
이는 북한 김여정 노동장 선전선동부 부부장이 비핵화 협상은 불가능하다는 담화에 대해 도널드 트럼프 미국 대통령이 누구와도 대화하려는 의지를 갖고 있다고 밝히면서 관련주로 매수세가 몰리는 것으로 풀이된다.
지난 28일 김여정 부부장은 '조한관계는 동족이라는 개념의 시간대를 완전히 벗어났다' 제목의 담화에서 ""우리는 서울에서 어떤 정책이 수립되고 어떤 제안이 나오든 흥미가 없으며 한국과 마주 앉을 일도, 논의할 문제도 없다는 공식입장을 다시금 명백히 밝힌다""고 말했다.
미국에 대해서는 “미국이 현실 변화를 인정하지 않고 과거에 집착한다면, 북·미 정상회담은 미국의 ‘희망 사항’으로만 남게 될 것”이라고 덧붙였다.
이에 29일(현지시간) 미국 국무부의 태미 브루스 대변인은 김 부부장의 담화와 관련해 ""트럼프 대통령은 전 세계 사람들에게 평화와 번영, 그리고 정상적인 삶을 제공하기 위해 누구와도 대화하려는 의지를 갖고 있다""고 밝혔다.
같은날 로이터통신도 백악관 당국자를 인용해 트럼프 대통령은 여전히 북한 비핵화를 위해 김정은 국무위원장과 대화하고 싶어 하며, 북한의 핵 프로그램을 완전히 끝내기 위해 김 위원장과 소통하는 데 여전히 열려 있다는 입장을 갖고 있다고 보도했다.
해당 소식에 정상회담 가능성이 화두로 올라오며 코데즈컴바인을 비롯한 남북경협주가 강세다. 인디에프 10.68%, 제이에스티나 10.24%, 에스아이리소스 3.43% 등도 오름세를 보이고 있다.
코데즈컴바인은 여성캐주얼 의류 업체로 최대주주인 코튼클럽이 개성공단에 입주했었던 이력을 갖고 있어 남북경협주로 분류됐다.
코데즈컴바인은 지난 2015년 3월 자본잠식 및 유동성 위기를 이유로 회생절차 개시되었고 인가전 코튼클럽과 M&A 체결했다. 코튼클럽이 최대주주로 인수한 후 채권 변제를 98.27% 완료하며 2016년 2월 회생절차가 종결된 바 있다.
코데즈컴바인은 1995년 설립되어 2001년 코스닥에 상장된 이후, 2008년 리더스피제이와 합병을 통해 외형을 확장한 여성캐주얼 의류 전문기업이다. 2002년 자체 브랜드 ‘Codes Combine’을 출시해 국내 여성복 시장에서 높은 인지도를 확보했으며, 2016년에는 미국 이너웨어 브랜드 ‘JOCKEY’와 라이선스 계약을 체결해 브랜드 포트폴리오를 다변화했다. 또한 2020년부터는 마스크 등 의약외품 시장에 진출하며 사업영역을 확장하고 있다."
코스닥,https://www.nocutnews.co.kr/news/6379293?utm_source=naver&utm_medium=article&utm_campaign=20250801105614,"코스피 3% 넘게 하락해 3200선 내줘…환율, 두달만에 1400원","코스닥도 전장보다 1.12% 내린 796.24로 장을 시작해 한때 4% 하락한 772.95을 기록해 800선을 내줬다. 현재 780선에서 오르내리는 중이다. 전날 한미 관세 타결로 불확실성이 해소됐지만, 차익실현 매물과 세법... ",2025-08-01T11:32:31.047251,2025-08-01,[실패] 본문 영역 추출 실패
코스닥,http://www.ftoday.co.kr/news/articleView.html?idxno=345524,"알파녹스, CB 발행…AI·헬스케어 투자금 유입·우회상장 가능성","코스닥 상장사 알파녹스(알파AI)가 지난달부터 이달까지 잇따라 전환사채(CB)를 발행하며 외부 자금 유치에... 에이모는 기술특례를 통한 코스닥 상장을 추진했으나, 재무악화 등을 이유로 예비심사를 자진 철회한 바... ",2025-08-01T11:32:31.047251,2025-08-01,"코스닥 상장사 알파녹스(알파AI)가 지난달부터 이달까지 잇따라 전환사채(CB)를 발행하며 외부 자금 유치에 나선 가운데, AI 기업 에이모 측 핵심 인사와 바디프랜드 오너일가와 연결된 인물까지 투자자로 등장하며 시장 일각에선 기업 인수 목적 외 '우회상장' 가능성도 제기된다.
1일 금융감독원 전자공시에 따르면, 알파녹스는 100억 원 규모의 제16회차 CB를 사모 형태로 발행한다. 표면이자율 2%, 만기이자율 4% 조건이며, 만기일은 2028년 8월 28일이다.
전환가액은 4778원, 전환청구 시 발행되는 주식은 약 209만 주로, 전체 발행주식 수의 약 10.91%에 달한다. 이번 CB는 오정묵·백승학 씨가 각각 50%씩 출자한 ‘인스타1호조합’이 단독으로 인수한다. 100억 원은 인스타1호조합 보유 현금으로 28일 납입 예정이다.
◆AI 관련 기업 에이모 경영진, 알파녹스 이사회 진입
이번 CB 발행과 맞물려 AI 기업 에이모 측 핵심 인사들은 알파녹스 경영에 본격 참여할 예정이다. 알파녹스는 7월 임시주주총회에서 사명을 ‘알파AI’로 변경하고, 에이모의 오승택 대표와 최진오 사업총괄그룹장을 사내이사로 선임하는 안건을 상정했다.
알파녹스는 앞서 지난달에도 90억 원 규모의 제15회차 CB 발행이 있었다. 당시 오승택 에이모 대표이사 외에도 바디프랜드 조경희 회장의 사위인 송승호 전무가 대표로 있는 ‘주식회사 유에스알’이 40억 원 규모로 참여했다.
◆바디프랜드家  송승호 전무도…지난달 CB 투자
유에스알은 이 CB 발행 당시 투자자 명단에 이름을 올렸고, 공시된 재무 정보에 따르면 2024년 기준 자산총계는 65억 원 규모다. 송 전무의 투자 참여는 AI뿐 아니라 헬스케어 및 프리미엄 가전 영역까지 외부 자금의 성격이 확장되고 있다는 해석이 가능케 한다.
이처럼 두 차례 CB 발행에 AI·의료·헬스케어 투자자까지 연속 유입되고, 에이모 경영진은 알파녹스 이사회로 진입하면서, 금융투자업계에선 자본시장 접근 전략으로서 ‘우회상장’ 시나리오를 주시하고 있다.
에이모는 기술특례를 통한 코스닥 상장을 추진했으나, 재무악화 등을 이유로 예비심사를 자진 철회한 바 있다. 자율주행 분야의 AI 학습용 데이터 플랫폼을 개발하는 기업으로, 누적 408억 원가량의 투자를 유치했지만 재무상태가 악화돼 올해 1분기 기준 자본총계 –73억 원, 완전자본잠식 상태인 기업이다.
해당 기업의 핵심 경영진이 상장사인 알파녹스 이사진으로 직접 합류하고, 사명까지 ‘알파AI’로 변경하는 안건이 임시주총에 상정되자, 비상장사의 지분 이전 없이 기존 상장사 지위를 활용하는 방식이라는 점에서 전형적인 ‘우회 진입’ 전략과 유사하다.
물론, 현재로서 경영권 자체를 장악하거나, 사업 전환이 완료된 단계는 아니므로 ‘우회상장 완료’로 단정하긴 어렵다. 다만, 에이모의 실패한 상장 도전, 알파녹스의 연속적인 CB 발행과 AI 우호세력 유입, 이사진 재편 및 사명 변경 등이 맞물리며, 업계에선 “전형적인 우회상장 수순”이라는 시선이 있다.
실제로 과거에도 셀트리온, 카카오 등은 이와 유사한 방식으로 기존 상장사를 활용해 우회 상장에 성공했으며, 반면 소리바다처럼 내부통제 부실로 상장폐지된 사례도 존재한다.
◆AI 접점 없던 의료기기 회사, 최대주주 변경 후 주목
알파녹스는 기존에 임플란트, 외과용 수술기구, 온열매트 등을 주력으로 판매하는 전통적인 의료기기 회사다. 올해 1분기 기준 매출 67억 원 가운데 임플란트와 기기류가 45억 원, 생활용품 등이 22억 원을 차지해 AI 플랫폼 개발 사업과는 직접적인 접점이 없다.
이처럼 기존의 알파녹스의 사업 성격과 에이모가 추진하던 AI 플랫폼 간 명확한 교집합이 성립되지 않는 상황에서 금융투자업계에선 자금 통로 내지 우회 진입 전략 가능성에 주목하고 있다. 이사진 교체 및 사명변경, 대규모 CB 조달이 단기간에 집중된 만큼 앞으로 실제 사업 자금이 어떻게 쓰이는지 주목할 필요성이 제기된다.
앞서 알파녹스는 지난달 말 주식양수도계약을 통해 기존 최대주주 MDS테크가 지분 34.3%를 주식회사 에이아이홀딩스컴퍼니 외 6인에게 매각한 상태다. 잔금까지 납입돼 거래는 종결됐지만, 아직 최대주주로는 지난해 3월 퇴직한 김일 전 대표이사(109만4628주, 6.4%)가 이름을 올리고 있다. 김 전 대표의 가족들이 특수관계인들도 8.3%의 지분을 보유 중이다.
알파녹스 측은 이와 관련 “에이아이홀딩스컴퍼니로 최대주주가 변경 예정이었으나 김일 및 특수관계인 3인의 주식 양수도 계약의 잔금 이행이 되지 않아 일시적으로 추가적인 지분 취득 없이 김일 및 특수관계인 3인이 최대주주로 변경됐다”고 밝혔다.
파이낸셜투데이 한경석 기자"
